ProjectSize,Budget,NumberOfWorkers,WeatherConditions,MaterialAvailability,TargetCompletionDate,Delayed,ProjectManagerExperience,SubcontractorReliability,RegulatoryApprovalStatus,SiteAccessibility,DailyWorkHours,NumberOfSubcontractors,ResourceAvailability,ClientDemand,EconomicConditions,PreviousDelays
557479.0,2715367.0,215.0,Cloudy,High,2023-11-05,0.0,18.0,Medium,Pending,Good,8.0,5.0,Medium,Low,Unfavorable,1.0
318995.0,2464657.0,62.0,Cloudy,Medium,2023-02-15,1.0,17.0,High,Pending,Moderate,11.0,17.0,High,Low,Neutral,4.0
889903.0,2137160.0,337.0,Snowy,Medium,2025-03-30,0.0,3.0,High,Approved,Poor,9.0,4.0,Low,High,Favorable,1.0
677479.0,4367355.0,196.0,Sunny,,2023-09-18,0.0,13.0,Medium,,Moderate,,5.0,High,Medium,Neutral,
,3378460.0,457.0,,Low,2024-11-10,0.0,6.0,Low,Pending,Poor,6.0,7.0,,High,Neutral,0.0
862423.0,1652373.0,323.0,Rainy,Medium,2025-07-31,1.0,8.0,High,Approved,Good,8.0,12.0,Low,Medium,Neutral,2.0
227702.0,2082742.0,391.0,Cloudy,High,2024-02-25,0.0,17.0,High,Pending,Poor,6.0,9.0,Low,Low,Neutral,3.0
581627.0,3285249.0,136.0,Rainy,High,2025-12-19,0.0,13.0,Medium,Pending,Good,,15.0,Low,High,Neutral,2.0
622446.0,2603739.0,171.0,Sunny,Low,,0.0,11.0,Medium,Rejected,Good,8.0,7.0,Medium,Low,Unfavorable,1.0
835963.0,2373341.0,51.0,,High,2025-09-19,0.0,10.0,Low,Rejected,,8.0,12.0,Medium,Medium,Favorable,
997676.0,4706224.0,,Snowy,High,2025-05-20,1.0,14.0,Low,Approved,Moderate,7.0,8.0,High,High,Unfavorable,0.0
919312.0,3614059.0,427.0,,Low,2024-05-10,0.0,9.0,Low,Rejected,Moderate,7.0,11.0,Low,High,Favorable,4.0
500009.0,1724761.0,357.0,Snowy,Medium,2024-08-04,1.0,13.0,Low,Pending,Moderate,9.0,1.0,High,,,2.0
789433.0,2913773.0,109.0,Snowy,Medium,2025-12-22,,17.0,Low,Approved,Good,8.0,10.0,High,,Neutral,1.0
134953.0,3896266.0,72.0,Rainy,Medium,2025-02-17,0.0,2.0,High,Pending,Good,9.0,9.0,High,Low,Favorable,3.0
285775.0,1191948.0,172.0,,High,2023-12-29,0.0,6.0,Low,Approved,Good,,12.0,Low,Low,Neutral,1.0
416969.0,4786810.0,206.0,Snowy,,2023-03-05,0.0,16.0,Low,Rejected,Moderate,6.0,15.0,High,Low,Favorable,4.0
920854.0,,300.0,Sunny,Medium,2023-02-27,0.0,8.0,High,Approved,,7.0,9.0,Low,Medium,Neutral,1.0
570434.0,3402755.0,,Cloudy,Low,2025-10-13,0.0,6.0,High,Approved,Good,7.0,1.0,Medium,Low,Favorable,0.0
791359.0,1898831.0,256.0,Snowy,High,2023-08-25,0.0,18.0,Medium,Rejected,Poor,7.0,9.0,Medium,High,Neutral,0.0
663319.0,,305.0,Cloudy,Medium,2024-08-04,0.0,4.0,High,Pending,Moderate,8.0,14.0,Medium,Low,Neutral,4.0
589960.0,4611736.0,52.0,Snowy,Low,2023-11-21,0.0,4.0,High,Rejected,Good,7.0,3.0,Medium,,Favorable,2.0
824914.0,729558.0,219.0,Snowy,,2024-06-29,1.0,2.0,Low,Pending,Poor,6.0,4.0,Medium,Low,Favorable,2.0
303250.0,1566950.0,161.0,Cloudy,Medium,2024-01-09,0.0,2.0,Low,Pending,,,5.0,Low,High,Favorable,
136369.0,1549171.0,429.0,,High,2025-12-02,1.0,1.0,Low,Rejected,Good,10.0,12.0,High,High,Neutral,4.0
990736.0,4497053.0,255.0,Snowy,Low,2024-11-16,1.0,14.0,Medium,Pending,Good,11.0,7.0,Low,Low,Favorable,4.0
535754.0,4547481.0,197.0,Snowy,Medium,2025-01-26,1.0,19.0,,,Moderate,8.0,7.0,Medium,High,Neutral,4.0
933088.0,3574032.0,240.0,,High,2024-05-31,,10.0,Low,Approved,Moderate,11.0,,High,High,Neutral,3.0
983483.0,4958189.0,263.0,Snowy,Low,2024-05-04,0.0,11.0,Low,Rejected,Poor,6.0,3.0,Medium,High,Unfavorable,1.0
296906.0,3579399.0,415.0,Cloudy,High,2023-05-04,0.0,4.0,High,Pending,Poor,11.0,3.0,High,Medium,Neutral,4.0
969893.0,,54.0,Rainy,High,2023-07-25,1.0,3.0,Low,Pending,Poor,6.0,12.0,Low,,Neutral,2.0
235863.0,4206339.0,,,High,2025-05-01,,2.0,Medium,Pending,Moderate,,19.0,Medium,Medium,,4.0
722075.0,3578253.0,447.0,Cloudy,High,2024-06-30,0.0,13.0,High,Approved,Moderate,11.0,13.0,Medium,Medium,Unfavorable,4.0
686146.0,1053177.0,153.0,Rainy,,2024-01-31,0.0,11.0,High,Rejected,,8.0,6.0,Medium,Low,Neutral,2.0
335396.0,2319397.0,145.0,Cloudy,Medium,2023-04-29,0.0,19.0,High,Rejected,Moderate,9.0,7.0,Medium,High,Unfavorable,0.0
,1516033.0,473.0,Sunny,High,2023-11-20,0.0,5.0,High,Approved,Good,6.0,15.0,Low,High,Favorable,2.0
439825.0,1717969.0,432.0,Snowy,High,2025-04-18,0.0,14.0,Medium,,Moderate,11.0,13.0,High,Medium,Neutral,2.0
274811.0,1609301.0,284.0,Snowy,Low,2024-05-25,,19.0,Medium,Approved,Poor,11.0,,Medium,Medium,Neutral,4.0
280540.0,4778755.0,152.0,Cloudy,,2025-11-27,1.0,14.0,,Approved,Good,11.0,12.0,Low,Medium,Favorable,0.0
305389.0,1743925.0,157.0,Snowy,High,2023-01-11,1.0,9.0,Medium,,Good,7.0,15.0,High,High,Favorable,3.0
168828.0,,58.0,Rainy,High,2024-02-25,1.0,13.0,,Approved,Good,7.0,8.0,Low,Low,Favorable,1.0
637379.0,1084877.0,440.0,Cloudy,Medium,2024-11-07,,12.0,Medium,Rejected,Good,11.0,14.0,Medium,,Unfavorable,4.0
,829404.0,435.0,Rainy,,2025-03-31,0.0,,Medium,,,8.0,17.0,High,High,Favorable,0.0
185797.0,4268161.0,409.0,Rainy,Low,2023-05-10,0.0,18.0,High,,Poor,6.0,,Medium,High,Favorable,
764163.0,4036632.0,260.0,,Medium,2024-03-21,,19.0,Low,Approved,Moderate,11.0,4.0,Medium,High,Favorable,4.0
993697.0,,425.0,,Low,2025-02-03,0.0,9.0,High,Approved,Good,11.0,3.0,Low,Medium,,1.0
871972.0,3366902.0,393.0,Snowy,Low,2025-12-28,0.0,16.0,Low,Approved,Good,6.0,12.0,High,Low,Neutral,
577906.0,,50.0,Rainy,Medium,2024-06-07,,17.0,Low,Rejected,Moderate,10.0,17.0,Low,Medium,Neutral,2.0
647184.0,,196.0,Rainy,Medium,2023-08-23,,7.0,Low,Rejected,Good,8.0,9.0,Low,Low,Unfavorable,4.0
902475.0,1901647.0,435.0,Sunny,Low,2023-03-21,0.0,7.0,Medium,Rejected,Moderate,7.0,16.0,Medium,High,Neutral,4.0
511994.0,4750348.0,170.0,,Low,2023-06-23,0.0,12.0,High,Rejected,Poor,6.0,17.0,High,Low,Neutral,0.0
424502.0,620631.0,464.0,Snowy,Low,,1.0,17.0,Medium,Approved,Poor,10.0,4.0,Low,High,Unfavorable,3.0
351442.0,2747934.0,294.0,Cloudy,High,2025-11-18,0.0,16.0,Low,,Good,10.0,,,High,,1.0
504865.0,1594488.0,,Sunny,Medium,2024-03-23,0.0,8.0,Medium,Rejected,,,10.0,Medium,High,Unfavorable,1.0
152017.0,1169560.0,,Snowy,Medium,2025-03-08,1.0,18.0,Low,Rejected,Moderate,7.0,5.0,High,Low,Favorable,2.0
187916.0,2891768.0,143.0,Rainy,Low,2024-05-11,1.0,15.0,Medium,Pending,Good,6.0,17.0,Medium,Medium,Unfavorable,1.0
252272.0,4261144.0,238.0,Rainy,Low,2023-01-08,1.0,6.0,Medium,Rejected,,7.0,4.0,High,High,Unfavorable,4.0
686094.0,2123629.0,393.0,Rainy,,2024-11-28,0.0,4.0,Medium,Pending,Poor,11.0,4.0,Low,Low,Neutral,4.0
138371.0,3340319.0,245.0,Cloudy,,2025-11-14,,15.0,Medium,Approved,Poor,11.0,5.0,High,Medium,Unfavorable,
,853255.0,199.0,,High,2023-07-19,0.0,2.0,Medium,,Moderate,7.0,5.0,High,Medium,Neutral,1.0
830543.0,3419459.0,,Cloudy,Medium,2024-03-15,0.0,12.0,Low,Rejected,Good,11.0,12.0,Low,Medium,Neutral,0.0
322364.0,1811656.0,498.0,Rainy,Low,2024-03-15,0.0,19.0,High,Approved,Poor,10.0,7.0,Medium,Medium,Neutral,2.0
590101.0,2781398.0,322.0,Snowy,Medium,2024-02-19,0.0,2.0,,Approved,Good,6.0,17.0,Medium,,,1.0
674677.0,1297489.0,344.0,Cloudy,High,2025-01-22,0.0,13.0,Low,Approved,Good,10.0,,,High,Unfavorable,0.0
302599.0,4209344.0,412.0,Sunny,Low,2025-10-25,1.0,4.0,High,Pending,Good,11.0,5.0,,,,0.0
202460.0,1297942.0,336.0,Cloudy,Low,2025-12-19,1.0,2.0,,Approved,Poor,10.0,12.0,High,Low,Neutral,4.0
,4686884.0,144.0,Sunny,High,2024-04-18,0.0,16.0,Medium,Pending,Moderate,,5.0,,High,Unfavorable,
451110.0,3646071.0,369.0,,Medium,2024-10-30,0.0,15.0,High,Rejected,Good,6.0,14.0,Medium,Low,Unfavorable,1.0
381788.0,2665615.0,394.0,Sunny,Medium,2025-08-03,0.0,4.0,Low,Rejected,Good,,7.0,Low,High,Favorable,0.0
,4379458.0,411.0,Cloudy,High,2025-01-17,1.0,15.0,Medium,Rejected,Moderate,8.0,19.0,Medium,Low,Neutral,0.0
353258.0,2619717.0,206.0,Snowy,High,2025-01-22,0.0,5.0,Low,Approved,,10.0,10.0,Low,Medium,,2.0
262320.0,4277861.0,378.0,,High,2025-04-08,0.0,10.0,Low,Approved,Moderate,10.0,13.0,,Medium,Unfavorable,2.0
774320.0,1825900.0,366.0,Rainy,Low,2024-05-09,0.0,12.0,Low,,Moderate,9.0,8.0,Low,Medium,Favorable,1.0
385730.0,971002.0,313.0,Rainy,Medium,2023-09-09,0.0,,High,Pending,Moderate,8.0,4.0,Low,High,,1.0
992519.0,2882110.0,141.0,Rainy,High,2025-01-04,0.0,7.0,Low,Approved,Good,11.0,3.0,Medium,Medium,Neutral,2.0
684047.0,2096061.0,72.0,Sunny,Medium,2025-03-07,1.0,11.0,Low,Pending,Moderate,6.0,12.0,High,Medium,Unfavorable,4.0
977013.0,,200.0,,Low,2025-06-30,1.0,10.0,High,Pending,Good,9.0,11.0,Medium,High,Unfavorable,2.0
360502.0,4878916.0,432.0,Snowy,,2024-10-13,1.0,16.0,Low,Rejected,Poor,6.0,6.0,High,Medium,Unfavorable,2.0
531896.0,4811894.0,394.0,Rainy,Medium,2025-11-07,1.0,17.0,Medium,Approved,Good,8.0,6.0,Medium,Low,Neutral,3.0
202703.0,2985796.0,455.0,Snowy,High,2025-06-03,0.0,9.0,Low,Approved,Poor,7.0,9.0,Medium,Low,Unfavorable,3.0
378522.0,1385195.0,475.0,Cloudy,Medium,2023-02-27,1.0,14.0,Low,Approved,Poor,9.0,15.0,High,Medium,Unfavorable,1.0
354907.0,4694136.0,490.0,,Medium,2024-10-04,0.0,1.0,High,Pending,Good,10.0,10.0,,Medium,Favorable,1.0
840641.0,3070430.0,228.0,Snowy,Medium,2023-01-15,0.0,5.0,High,Approved,Moderate,11.0,2.0,Medium,High,Favorable,0.0
181400.0,598566.0,59.0,Sunny,Low,2025-02-16,1.0,6.0,Medium,,Good,9.0,7.0,Low,Low,Unfavorable,
306883.0,3149185.0,298.0,Snowy,,2023-10-25,1.0,6.0,Low,Rejected,Poor,9.0,18.0,,Low,,1.0
619703.0,,,Rainy,Medium,,1.0,6.0,High,Pending,Poor,11.0,18.0,Medium,High,Neutral,3.0
915226.0,4225165.0,226.0,Cloudy,High,2023-09-18,0.0,15.0,High,Approved,,7.0,16.0,Low,,Favorable,1.0
921559.0,3213719.0,216.0,Rainy,Medium,2025-08-16,1.0,6.0,Medium,Approved,Moderate,6.0,11.0,Low,Medium,Neutral,1.0
343057.0,1532515.0,381.0,Rainy,Low,2024-06-19,0.0,11.0,High,Pending,Moderate,9.0,12.0,High,High,Favorable,2.0
209175.0,4229089.0,403.0,Rainy,Low,2025-12-15,1.0,13.0,Medium,Approved,Poor,10.0,19.0,Low,Low,Neutral,1.0
925365.0,4698336.0,119.0,Rainy,Medium,2024-11-02,1.0,5.0,Low,Pending,Good,9.0,8.0,,Medium,Unfavorable,2.0
261949.0,4598770.0,401.0,Rainy,Medium,2025-06-10,,17.0,Medium,Approved,Moderate,9.0,13.0,Medium,Medium,Favorable,2.0
588003.0,2510166.0,50.0,Sunny,High,2025-09-22,0.0,4.0,Low,Rejected,Poor,7.0,13.0,High,High,,
152710.0,3557524.0,496.0,Sunny,Low,,1.0,15.0,High,Pending,Poor,11.0,,Medium,Low,,0.0
701513.0,1846211.0,124.0,Rainy,Low,2024-01-23,1.0,15.0,Low,Pending,Poor,10.0,13.0,Low,Medium,Favorable,4.0
655810.0,2494997.0,195.0,Snowy,High,2024-06-29,0.0,12.0,Low,Rejected,,,19.0,Low,High,Favorable,0.0
564641.0,2524937.0,396.0,Cloudy,Medium,2024-07-12,1.0,13.0,Medium,Rejected,,11.0,,Low,Medium,Unfavorable,0.0
117116.0,2303008.0,215.0,Cloudy,Medium,2024-02-23,0.0,9.0,Low,Approved,Moderate,6.0,13.0,High,Low,,1.0
893271.0,3740853.0,472.0,Snowy,,2025-09-15,0.0,8.0,High,Approved,Good,,15.0,Low,Medium,Unfavorable,2.0
,853658.0,255.0,Sunny,Medium,2025-12-10,0.0,6.0,Medium,Pending,Poor,11.0,,,Medium,Favorable,2.0
290810.0,684115.0,325.0,Snowy,Medium,2025-08-05,,17.0,High,Pending,Poor,6.0,1.0,Medium,,Favorable,0.0
572632.0,1192889.0,345.0,Sunny,Low,2025-05-04,,6.0,Low,,Moderate,11.0,,High,Medium,Favorable,3.0
124789.0,,497.0,Snowy,High,2025-07-23,0.0,,Low,Pending,Moderate,11.0,19.0,Low,Low,,4.0
368177.0,4733242.0,462.0,,Medium,2023-12-27,1.0,4.0,High,Approved,,9.0,3.0,Low,High,Favorable,1.0
873935.0,3759575.0,,Snowy,High,2023-09-29,1.0,2.0,Low,Approved,Moderate,7.0,7.0,Low,High,Neutral,1.0
,609592.0,359.0,Snowy,High,2025-09-23,0.0,9.0,Low,,Good,,14.0,Medium,High,Neutral,2.0
661491.0,2712170.0,309.0,Snowy,High,2025-05-23,,10.0,Medium,Pending,Poor,10.0,16.0,Low,Low,Favorable,0.0
654230.0,2788218.0,165.0,Sunny,Medium,2025-12-29,0.0,11.0,Medium,Rejected,Good,6.0,18.0,Low,Low,Favorable,0.0
180095.0,4422233.0,118.0,,High,2023-03-29,0.0,16.0,Low,Approved,Good,6.0,11.0,High,High,Unfavorable,0.0
912420.0,4776308.0,353.0,Cloudy,Low,2023-11-01,1.0,16.0,Low,Pending,Good,6.0,4.0,Medium,High,Unfavorable,3.0
634085.0,,436.0,Rainy,Medium,2025-02-21,1.0,6.0,Medium,Approved,Moderate,7.0,1.0,Low,Low,Neutral,2.0
,3850452.0,58.0,Cloudy,,,0.0,5.0,Low,Approved,Poor,10.0,16.0,Medium,Low,Unfavorable,4.0
869817.0,1101330.0,191.0,Sunny,Low,,0.0,1.0,High,Approved,Poor,,12.0,Low,Low,Favorable,
990710.0,855853.0,294.0,Snowy,High,2024-12-31,0.0,10.0,,Rejected,Moderate,,6.0,Low,High,Neutral,4.0
353096.0,2145969.0,438.0,Rainy,,2023-01-06,0.0,16.0,,,Good,6.0,19.0,Low,High,Neutral,2.0
,3920773.0,457.0,Snowy,Low,2023-08-12,0.0,17.0,,Rejected,Poor,,14.0,Medium,High,Unfavorable,4.0
507947.0,1770499.0,198.0,,High,2023-02-22,0.0,,Medium,Pending,Poor,6.0,11.0,Medium,Low,Unfavorable,0.0
272881.0,3036872.0,,Sunny,High,2023-01-31,1.0,1.0,Medium,Approved,Good,7.0,4.0,Low,,,3.0
167096.0,1396833.0,129.0,Snowy,High,2024-06-06,0.0,12.0,Low,Rejected,Good,11.0,7.0,Low,Low,Favorable,4.0
720732.0,3938201.0,,Sunny,Medium,2025-12-02,0.0,14.0,,Pending,Poor,10.0,6.0,Low,,Neutral,3.0
620132.0,1832070.0,405.0,Snowy,High,2023-08-07,1.0,19.0,High,Pending,Good,11.0,12.0,Medium,Medium,Neutral,0.0
447460.0,3490666.0,412.0,Cloudy,Medium,2023-12-11,0.0,4.0,Low,Rejected,Poor,11.0,,,High,,4.0
373840.0,4514433.0,,Rainy,Medium,2023-05-05,1.0,8.0,Medium,,Moderate,6.0,9.0,High,High,Neutral,1.0
636436.0,1667629.0,237.0,Rainy,Low,2024-08-23,,14.0,High,Approved,Poor,9.0,,High,Low,Neutral,4.0
202566.0,3312315.0,359.0,Sunny,Medium,2023-07-20,0.0,8.0,Low,Pending,Poor,6.0,16.0,Low,Medium,Neutral,
892023.0,1220884.0,282.0,Snowy,Medium,2023-12-28,0.0,3.0,Medium,Rejected,Good,10.0,18.0,Medium,Medium,Favorable,
981392.0,,181.0,Snowy,Low,,0.0,7.0,High,Approved,Good,11.0,18.0,Low,,Neutral,4.0
634576.0,4421599.0,336.0,Cloudy,Medium,2024-03-01,0.0,,Low,,Moderate,9.0,,Low,Medium,Neutral,1.0
991224.0,4209330.0,481.0,Cloudy,Medium,2025-02-27,1.0,2.0,Medium,Rejected,Poor,9.0,12.0,High,Medium,Favorable,2.0
877304.0,1754175.0,,Cloudy,Medium,2023-08-19,1.0,11.0,Medium,Pending,Good,7.0,19.0,High,Low,,
,3768017.0,114.0,Cloudy,High,2025-05-30,0.0,5.0,Low,,Moderate,7.0,14.0,Low,High,Unfavorable,1.0
646114.0,2274045.0,250.0,,Low,2024-10-26,1.0,3.0,Low,Rejected,Moderate,11.0,1.0,Medium,High,Neutral,3.0
739015.0,,441.0,Rainy,High,2025-09-24,0.0,11.0,High,Rejected,Moderate,6.0,8.0,Medium,High,Favorable,2.0
,2268069.0,,Rainy,,2025-06-26,0.0,4.0,Medium,Rejected,,,8.0,High,Medium,Favorable,0.0
,3407133.0,315.0,Sunny,High,2023-03-24,0.0,10.0,High,Pending,Poor,7.0,4.0,Low,High,Favorable,1.0
931126.0,1172161.0,495.0,Sunny,High,2025-04-08,0.0,1.0,Medium,Approved,Poor,6.0,12.0,Medium,Low,Unfavorable,2.0
940329.0,,497.0,Snowy,Low,2025-12-22,1.0,,Medium,Pending,Good,9.0,13.0,Low,Low,Favorable,4.0
996078.0,1611769.0,423.0,Cloudy,High,2025-03-08,0.0,15.0,Low,Rejected,,8.0,14.0,,High,Unfavorable,4.0
401952.0,3599299.0,63.0,Sunny,High,2023-08-15,1.0,9.0,,,Poor,10.0,9.0,High,Low,Favorable,
978797.0,1236874.0,441.0,Rainy,Low,2024-08-01,0.0,1.0,Low,Rejected,Moderate,11.0,7.0,Medium,High,Unfavorable,3.0
,3000619.0,387.0,Snowy,High,,,13.0,High,Rejected,Good,10.0,11.0,High,High,Unfavorable,3.0
762122.0,3785305.0,93.0,Cloudy,High,2025-10-09,,3.0,Low,,,11.0,15.0,High,,Unfavorable,3.0
870629.0,1087500.0,339.0,,High,2024-03-29,1.0,19.0,Medium,Rejected,Poor,9.0,17.0,Low,,Unfavorable,4.0
210904.0,3450966.0,267.0,Sunny,Medium,2024-12-29,0.0,13.0,Low,Rejected,Poor,10.0,19.0,Low,Low,Unfavorable,3.0
634208.0,3016115.0,368.0,Cloudy,Medium,2025-04-03,1.0,7.0,Low,Pending,Good,9.0,18.0,High,Medium,Unfavorable,2.0
571035.0,4437896.0,129.0,,Medium,2024-05-05,,,High,Rejected,Moderate,7.0,2.0,High,Low,Favorable,4.0
752770.0,,406.0,Rainy,High,2025-04-23,1.0,16.0,Medium,Approved,,7.0,9.0,High,High,Unfavorable,1.0
763223.0,1145220.0,205.0,Rainy,Medium,,0.0,17.0,Low,Rejected,Poor,10.0,3.0,Medium,,Favorable,1.0
329456.0,1689414.0,,Sunny,High,2025-06-21,0.0,14.0,High,Pending,Good,9.0,19.0,,High,Neutral,1.0
584068.0,2086833.0,,Rainy,Low,,1.0,2.0,High,Rejected,Moderate,9.0,1.0,Low,Low,Neutral,4.0
953550.0,4116017.0,198.0,,High,2023-12-30,0.0,15.0,Medium,Approved,Poor,6.0,1.0,,High,Unfavorable,1.0
565899.0,597173.0,429.0,Sunny,High,2025-12-21,0.0,8.0,Medium,Approved,,9.0,5.0,Medium,Medium,Unfavorable,2.0
631841.0,2571108.0,238.0,Rainy,,2025-12-24,0.0,16.0,Low,Approved,,10.0,14.0,High,Low,Unfavorable,
228603.0,4721575.0,60.0,,Low,2025-08-06,0.0,5.0,Low,Pending,Moderate,6.0,13.0,,High,Neutral,1.0
956499.0,4223243.0,,Sunny,High,,0.0,17.0,,Approved,Good,8.0,2.0,Medium,Low,Favorable,2.0
254435.0,4184570.0,197.0,Rainy,High,2024-10-25,0.0,15.0,High,,Moderate,,4.0,,High,Neutral,3.0
194030.0,2702082.0,137.0,Rainy,Medium,2023-01-08,0.0,16.0,High,Pending,Moderate,7.0,11.0,,Medium,Favorable,4.0
220034.0,2519986.0,433.0,Snowy,Medium,2024-06-25,0.0,5.0,,Pending,Moderate,11.0,8.0,Low,High,Favorable,4.0
153379.0,,184.0,Rainy,High,2023-11-01,,16.0,Medium,Approved,Good,7.0,3.0,High,Medium,Unfavorable,2.0
682887.0,680662.0,405.0,Rainy,,2023-06-01,0.0,1.0,Low,Pending,Good,9.0,19.0,Low,Medium,Unfavorable,0.0
495381.0,744436.0,325.0,Sunny,High,2024-11-09,0.0,15.0,Medium,Pending,Good,7.0,8.0,High,Medium,Unfavorable,2.0
381888.0,1449647.0,456.0,Cloudy,High,2025-10-02,0.0,18.0,Medium,,,9.0,1.0,Medium,Low,,0.0
171900.0,3151384.0,369.0,,High,2023-03-03,1.0,5.0,Low,Approved,Poor,9.0,19.0,Low,Low,Neutral,4.0
169881.0,1035658.0,279.0,Sunny,Low,2025-03-13,0.0,2.0,High,Approved,Poor,10.0,17.0,Low,Medium,Favorable,0.0
182713.0,1953692.0,201.0,,Low,2025-06-03,0.0,2.0,Medium,Rejected,Moderate,10.0,4.0,Medium,High,Neutral,3.0
217743.0,3133666.0,194.0,Sunny,Medium,2025-03-14,0.0,10.0,High,Pending,,8.0,14.0,Low,Low,Unfavorable,
580766.0,4364898.0,346.0,,High,2023-07-16,0.0,18.0,Low,Pending,,10.0,13.0,Medium,High,Unfavorable,3.0
240639.0,4894063.0,253.0,Snowy,Low,2023-11-12,0.0,16.0,Medium,Rejected,Moderate,6.0,18.0,High,High,Neutral,4.0
232452.0,1714006.0,253.0,,Medium,2023-09-07,,11.0,Low,Approved,,10.0,13.0,Medium,High,Neutral,2.0
411933.0,2773245.0,112.0,,High,2025-09-05,0.0,18.0,Low,Rejected,,,,Low,High,Neutral,1.0
214436.0,3604734.0,,Cloudy,High,2025-04-21,0.0,15.0,Low,Approved,Poor,,,Low,High,Neutral,3.0
,3763036.0,,Rainy,Low,2023-05-26,0.0,3.0,Medium,Approved,Good,6.0,9.0,High,High,Favorable,2.0
189310.0,4621940.0,237.0,Cloudy,Medium,,1.0,15.0,High,Pending,Good,8.0,5.0,Low,,Neutral,3.0
104314.0,2574088.0,,Sunny,High,2025-03-21,0.0,1.0,High,Pending,Moderate,10.0,17.0,Medium,Medium,Neutral,1.0
220574.0,3272438.0,77.0,Sunny,Low,2023-09-29,0.0,13.0,High,Pending,Poor,11.0,2.0,Low,High,Unfavorable,4.0
220034.0,,74.0,Cloudy,Low,2023-06-30,0.0,13.0,High,Pending,Poor,10.0,10.0,Medium,Low,Neutral,4.0
525759.0,1414110.0,453.0,Sunny,Medium,2025-09-12,0.0,2.0,Low,,Moderate,8.0,15.0,Low,Low,Neutral,0.0
513656.0,,230.0,Snowy,High,2023-10-03,0.0,12.0,Medium,Pending,Poor,8.0,2.0,Medium,Low,Neutral,2.0
235173.0,2678267.0,474.0,Snowy,Medium,,,2.0,Low,Approved,Poor,,12.0,Medium,Low,Favorable,4.0
532816.0,,459.0,Snowy,Medium,,0.0,9.0,High,,Good,10.0,17.0,Medium,Medium,Neutral,2.0
782293.0,3395768.0,172.0,Rainy,Low,2025-09-02,0.0,,Medium,Pending,Moderate,10.0,7.0,High,High,Neutral,0.0
556094.0,4493285.0,198.0,Sunny,Medium,2024-12-26,0.0,4.0,Medium,Pending,,6.0,14.0,Medium,High,Favorable,2.0
969161.0,559487.0,370.0,Rainy,,2025-08-31,1.0,19.0,Medium,Rejected,Good,11.0,9.0,High,Medium,,2.0
891322.0,,161.0,Snowy,Low,2025-08-29,,11.0,Medium,Rejected,Moderate,7.0,8.0,High,Medium,Unfavorable,3.0
305067.0,899701.0,119.0,Snowy,Medium,2025-11-27,0.0,2.0,High,Rejected,,,4.0,Medium,Low,Favorable,1.0
,2673331.0,351.0,Rainy,Medium,,0.0,6.0,Medium,Approved,Good,11.0,7.0,Low,Medium,Unfavorable,1.0
,4900611.0,137.0,Cloudy,Medium,2023-06-11,0.0,17.0,Low,Rejected,Poor,10.0,5.0,,Medium,Favorable,1.0
,3882630.0,222.0,Rainy,High,2025-02-13,1.0,9.0,,Pending,Poor,,19.0,Low,High,Favorable,
157506.0,4802430.0,132.0,Snowy,Low,2023-08-28,0.0,11.0,High,Pending,Good,8.0,12.0,Medium,Medium,Favorable,1.0
250268.0,1070903.0,84.0,Sunny,Medium,2023-03-06,1.0,15.0,High,Rejected,Poor,7.0,13.0,Low,Low,Unfavorable,0.0
676248.0,3911131.0,,Cloudy,High,2023-12-31,1.0,,Medium,Rejected,Good,,4.0,Medium,High,Favorable,1.0
371340.0,4980006.0,299.0,Rainy,Low,2025-03-11,,12.0,Low,,Good,7.0,2.0,High,Low,Favorable,1.0
384895.0,,294.0,Rainy,Low,2023-04-12,,19.0,Low,Rejected,Poor,7.0,9.0,High,High,Favorable,4.0
786451.0,4793513.0,,Sunny,High,2023-02-20,1.0,14.0,Low,Approved,,10.0,12.0,Medium,Low,,1.0
955605.0,,327.0,Sunny,Low,2024-11-02,0.0,15.0,,,Poor,7.0,15.0,Medium,High,Unfavorable,
607920.0,4745683.0,80.0,Snowy,High,2023-08-02,0.0,4.0,High,Pending,Good,11.0,16.0,Medium,Medium,,4.0
831192.0,4799960.0,343.0,,Low,2025-04-13,0.0,8.0,Low,,Moderate,6.0,18.0,High,High,Neutral,4.0
540514.0,1492541.0,160.0,Sunny,Low,2023-09-18,0.0,3.0,,Rejected,Moderate,7.0,13.0,Medium,High,Unfavorable,1.0
436436.0,2050902.0,348.0,Sunny,High,2024-01-18,1.0,17.0,Low,Pending,Poor,11.0,5.0,Medium,Medium,Unfavorable,2.0
663416.0,2060428.0,424.0,Sunny,High,2025-12-26,0.0,19.0,Medium,Approved,Moderate,11.0,11.0,,High,Unfavorable,
142577.0,3053233.0,202.0,Cloudy,,2024-07-25,1.0,12.0,High,Pending,Moderate,6.0,9.0,Medium,Low,Neutral,2.0
881880.0,3970748.0,450.0,Cloudy,Medium,2025-01-20,1.0,19.0,,Pending,Moderate,8.0,10.0,Low,Low,Neutral,2.0
,542637.0,360.0,,Medium,2024-03-09,0.0,3.0,High,Approved,,6.0,4.0,Low,Medium,Neutral,4.0
681861.0,4516876.0,241.0,Cloudy,High,2024-09-10,0.0,,Low,Pending,Poor,10.0,8.0,,,Unfavorable,
316491.0,2740871.0,171.0,Cloudy,High,2025-10-07,0.0,16.0,High,Rejected,Poor,7.0,8.0,Medium,,Unfavorable,
